"807"|"Gallery"|"150 Point St"|"Providence, Rhode Island"|"(401)751-7166"|"DJ's spinning top 40, hip-hop, dance and reggae. Jukebox, pool and karaoke. 18+ okay Wednesdays, Thursdays and Sundays. Girlspot every Saturday..."|"lesbian,pool,karaoke,hip-hop,jukebox,18plus"|"http://www.devillesonline.com/"
"808"|"Galley"|"300 5th Avenue South"|"Naples, Florida 34102"|"(941) 262-2808"|"Hello, and Welcome to The Galley Lounge. We are located on the corner of  3rd Street South and 5th Avenue South in beautiful downtown Naples, Florida. We are the only gay bar in Naples. We are open from 3pm until 2am Monday through Saturday and from 2pm until Midnight on Sundays. We are gay owned and operated. We offer a wide variety of activities for your enjoyment. Happy Hour is offered 7 days a week."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Videos,Smoking Throughout,Credit Cards Accepted,Pool Tables,Dart Boards,Free Parking"|""
"809"|"Gang Way"|"841 Larkin St"|"San Francisco, California"|"(415)776-6828"|"Divey! But a lot of fun...."|"Dive,Pool"|""
"810"|"Garage"|"4519 Santa Monica Blvd"|"Silverlake, California"|"(323) 662-6802"|"Night Club with Live Music"|"Dancing,DJ,Full Bar,Techno Music,Live Entertainment,Drag Shows,Videos,Dancers/Strippers,Wheel Chair Access,Credit Cards Accepted,Free Parking"|""
"811"|"Garden"|"112 SE 4th St."|"Des Moines, Iowa 50309"|"(515) 243-3965"|"The Garden is Iowa's Gay Nightclub and has been serving the gay and lesbian community of Central Iowa for 20 years.  The Garden has a Dance Bar, Video/Show Bar, and Patio Bar and has been voted ""The Best Gay and Lesbian Club"" by The Community Choice Awards."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Videos,Dancers/Strippers,Wheel Chair Access,Outdoor/Patio,Credit Cards Accepted,Pool Tables,Free Parking,Cover Charge,Video Games"|""
"812"|"Garden"|"112 SE 4th St"|"Des Moines, Iowa"|"(515)243-3965"|"Karaoke, drag cabaret every Sunday, VJ's playing the latest videos and  DJ's working the dance floor. Check the website for listings..."|"drag,karaoke,DJ,VJ,video"|"http://www.grdn.com"
"813"|"Garret's Saloon"|"2507 Summit St"|"Columbus, Ohio"|"(614)484-0048"|"Saloon bar with karaoke, stripper nights and hoedowns. Happy hour Mon - Sat 4pm - 9pm ..."|"karaoke,strippers"|""
"814"|"Gas Lite Lounge"|"167 1/2 8th Ave N."|"Nashville, Tennessee"|"(615) 254-1278"|"Historic atmosphere with a quiet happy hour and exciting weekends featuring karaoke and special event shows and programs. Adjoining the Savage House Inn Bed and Breakfast. Ideal for weekend getaways."|"Full Bar,Live Entertainment,Drag Shows,Karaoke,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Pool Tables,Free Parking,Piano Bar"|""
"815"|"Gauntlet ll"|"4219 Santa Monica Blvd."|"Silverlake, California 90029"|"(323) 669-9472"|"Step outside and enjoy the Sun, Stars, and your Favorite Beverage"|"DJ,Full Bar,Live Entertainment,Leather/Fetish,Wheel Chair Access,Non-Smoking Indoors,Outdoor/Patio,ATM on premises,Pool Tables,Video Games"|""
"816"|"Gay 90's"|"408 Hennepin Ave"|"Minneapolis, Minnesota"|"(612)333-7755"|"Gay 90's features 6 Bars and 3 dance floors over 2 levels, an impressive  drag showroom (Ru Paul's drag race winner BeBe performs here), a backroom (playing porn), smoking patio, and a retro room ..."|"dancing,Drag,Porn,Smoking-Patio,Latin,African-American,Black"|"http://www.gay90s.com"
"817"|"Gay and Lesbian Community Center"|"127 N Higgins Ave,  Suite 202"|"Missoula, Montana"|"(406)543-2224"|"Gay & Lesbian Center serving Western Montana providing opportunities to socialize with other GLBT with  educational, social and community events. The Center will support education, advocate for social justice and facilitate communication. Houses a computer lab, library, conference room, and lounge..."|"Center,Community,Advocacy,events,computer-lab,library,conference-room"|"http://www.gaymontana.org"
"818"|"Gay and Lesbian Community Center"|"953 E Sahara Ave"|"Las Vegas, Nevada"|"(702)733-9800"|"Drop in center to promote equality in Vegas..."|"lgtb"|"http://www.thecenterlv.com"
"819"|"Gay Cafe XPO"|"Verlengde Gemenelandsweg 158"|"Paramaribo, Suriname"|"(00597) 086 10734"|"...to the coolest information-site of the first and only 100% gay cafe of the Caribbean.
Come visit us and relax , chil or just hang out in the most 
homy and fun (straightfriendly) gay cafe in Suriname.

weekly schedule
tuesday * open from 9'o clock ..start out the week here !

wednesday * 09.00 - 02.00hrs cocktail-night with host bartender

thursday * 09.00 - 02.00hrs Karaoki , so much fun , always a pleasant singing crowd

friday * 21.00 - 02.00hrs weekend starts here , meeting point with dance music from home dj

saturday * 21.00 - 02.00hrs hang out spot

sunday * 09.00 - 00.00hrs chillin'n sunday 

your host heuwie drives you out o' your mind a good way to relax away the weekend.

monday CLOSED ....sorry
Check out our website and find out.
Visit us when in Suriname."|"Dancing,DJ,Full Bar,Live Entertainment,Food Served,Karaoke,Videos,Smoking Throughout,Free Parking"|""
"820"|"Gay City"|"511 E Pike St"|"Seattle, Washington"|"(206)860-6969"|"Gay coffee shop with HIV testing facilities..."|"coffee,testing,hiv-prevention"|"http://www.gaycity.org"
"821"|"Gay Community Center of Richmond"|"1407 Sherwood Ave"|"Richmond, Virginia"|"(804)353-8890"|"The Gay Community Center of Richmond is a non-profit charitable corporation with the mission of improving the lives of Virginia's Gay, Lesbian, Bisexual and Transgender people through direct funding and services. The GCCR operates a 47,000 square foot facility in Richmond's northside that features an 800-seat event hall and small-group meeting space for community organizations..."|"diversity-bingo,community-center,thrift-store"|"http://gayrichmond.com/GCCR/"
"822"|"Gay Trade Bar"|"9-11 Peel Street"|"Collingwood, Australia"|"(03) 9417 6700"|"A friendly mid size bar with a range of cute to hot guys. Drink specials, theme nights, bar top dancers and retro music attract a lively crowd."|"Dancing,DJ,Full Bar,Pop Music,Live Entertainment,Food Served,Videos,Leather/Fetish,Dancers/Strippers,Wheel Chair Access,Non-Smoking Indoors,Smoking Throughout,ATM on premises,Pool Tables,Free Parking"|""
"823"|"Geisha"|"75 Charing Cross Road"|"London, UK"|"(0207 )  734 6887"|"Geisha - Soho's Newest, Sexiest Gay Bar.

Cocktail bars in Soho come no finer than the stylish Geisha Bar in the heart of London's West End. Offering a heady and eclectic range of bespoke cocktails, champagnes, wines and continental beers at one of London's best gay bars. Geisha is fast becoming one of the places to be seen."|"Full Bar,Live Entertainment"|""
"824"|"Gender"|"316 5th st."|"Parkersburg, West Virginia 26102"|"(304) 485-2929"|"Best alternative bar in the Parkersburg area!"|"Dancing,DJ,Full Bar,Live Entertainment,Drag Shows,Wheel Chair Access,Smoking Throughout,ATM on premises,Pool Tables,Dart Boards,Free Parking,Cover Charge"|""
"825"|"Gentry of Chicago"|"440 N. State St."|"Chicago, Illinois 60610"|"(312) 836-0933"|"Gentry of Chicago has been Chicago's Premier Cabaret since 1983.  Located between the shopping of Michigan Avenue and Chicago's grand Theatre District, Gentry's cocktail hours are always popular and the live musical entertainment every night never fails to provide a fun evening for all regardless of race, sex, creed, age or orientation!

Gentry Underground, the lower level dvd/video bar, plays host to a more rowdy crowd with the bartenders mixing it up on the 8 video screens.

A headquarters of sorts for national Broadway touring companies as well as Chicago's businessmen and convention-goers, Gentry is the friendliest bar in town.

Sunday is always OPEN MIC' night from 9p-1a and parking is $6 at 15 W. Illinois -- right behind the club(just tell them you're coming to Gentry).

Come to the Cabaret!"|"Full Bar,Pop Music,Live Entertainment,Wheel Chair Access,Smoking Throughout,Credit Cards Accepted,ATM on premises,Dart Boards,Video Games,Piano Bar"|""
"826"|"George"|"617 Fairview"|"Houston, Texas"|"(713)528-8102"|"Your country sports bar with pool, tv, video, games and drink specials..."|"country,sports,pool-tables,cowboy,bear,games,drink-specials"|""
"827"|"George Bar"|"720 Central Ave"|"Albany, New York"|"(518)459-1596"|"George bar is Albany's newest gay bar.  Featuring big screen video entertainment, good music, drink specials, pool tournaments, karaoke, line dancing and free wi-fi; George bar is a place to sit back and enjoy good conversation, friends and drinks..."|"video,music,drink-specials,happy-hour,pool,karaoke,line-dancing,free-wi-fi"|"http://www.georgebar.com"
"828"|"George's Place"|"860 St Louis St"|"Baton Rouge, Louisiana"|"(225)387-9798"|"Baton Rouge's video cruise bar with pool, jukebox, happy hour, patio, drag with Jasmine SX and strippers. 18 to enter, 21 to drink..."|"Drag,DJ,Hip-Hop,Strippers,Karaoke,Pool,Video,Dancefloor,Smoking,Patio,jukebox,Jasmine-SX,18plus,atm,credit-cards"|"http://www.georgesplacebr.com"
"829"|"Georgie's Alibi"|"3100 3rd Ave N"|"St Petersburg, Florida"|"(727)321-2112"|"St Petersburg video, sports and cafe bar. Open 7 nights a week. Features pool, drag, bingo, DJ's, go-go dancers, 31 HD flat screens and live performances. Happy hour weekdays 11am - 9pm..."|"sports,food,happy-hour,dancing,video,bingo,drag,pool,brunch,go-go-boys,live-entertainment,HD-TV,drink-specials"|"http://www.georgiesalibi.com/stpeteevents.aspx"
"830"|"Georgie's Alibi"|"2266 Wilton Dr, Wilton Manors"|"Fort Lauderdale, Florida"|"(954)565-2526"|"Video and sports bar with cafe, patio, 2 for 1 happy hour and nightly drink specials.  Kitchen open 11am-1:30am 7 days a week..."|"video,cafe,sports,happy-hour,patio,food,drag,vj,live-entertainment"|"http://www.georgiesalibi.com/wiltonmanors2.html"
"831"|"Georgies"|"812 5th Ave"|"Asbury Park, New Jersey"|"(732)988-1220"|"Happy hour everyday 2pm - 7pm. Piano, pool table, pinball, video games and karaoke 'n drag on Wednesdays, see the website for more listings. Kitchen is open daily from 3pm - 1am..."|"pool,pinball,video,karaoke,drag,piano,food,BBQ,patio,smoking-area,stripper,games,movies,psychic-night,dancing,live-bands,9-ball,rock,jilly-sentino,beath-and-dillon,cee-mour-cox,aalyiah-kiara-demure,erika-demure,martini"|"http://www.georgiesbar.com"
"832"|"Georgies Bar & Grill"|"812 5th Ave & Memorial by R/R Tracks"|"Asbury Park, New Jersey 07712"|"(732) 988-1220"|"GEORGIES BAR & GRILL. THE GAY ""CHEERS"" OF ASBURY PARK. Voted The 2ND Best Gay Bar In New Jersey!
Check Out Our Website for all information, events, staff pics & schedules. NEVER A COVER CHARGE! Open 7 Days 2PM-2AM- Drink Specials & Food. Happy Hour Everyday 2-7 $1.00 Off Everything- Pool Table, Video Games, Mega-Touch, Bar Food Daily & Late Nights, Live Piano, Outdoor Smoking Area-Bring your drink outside with you!

BAR FOOD MENU-
Fabulous Sandwiches, served with fries
Avocado Club Wrap - house made chicken salad. sprouts, lettuce, tomato, bacon & avocado.$8.25
Hamburger...$4.25....w/ Cheese..$4.75
Beef or Chicken Cheesesteak...$8.25
Veggie Burger on Pita...$6.75
Breaded Chicken Fingers..$7.50
French Fries.....$2.75
Disco Fries (w/ cheese & gravy).....$4.25
Jalepeño Poppers.....$4.75
Onion Rings.....$4.75
Mozzarella Stix..... $4.75
Hot Wings.....$4.75 
Chicken Caesar Salad
Quesedillas and more...."|"Dancing,DJ,Full Bar,Pop Music,Live Entertainment,Drag Shows,Karaoke,Wheel Chair Access,Non-Smoking Indoors,Outdoor/Patio,Credit Cards Accepted,ATM on premises,Pool Tables,Free Parking,Video Games,Piano Bar"|""
"833"|"Gerber/Hart Library"|"1127 W Granville Ave"|"Chicago, Illinois"|"(773)381-8030"|"Midwest's largest LGBT circulating library with over 14,000 volumes, 800 periodical titles, and 100 archival collections..."|"library"|"http://www.gerberhart.org"
"834"|"Ghost School"|"70 Hoxton Street"|"London, UK"|"(07989) 949558"|"ARE YOU BORED TO DEATH?

Ghost School is ready to haunt the gloomy London night. We need to dance to decent tunes and we play decent tunes for people of all persuasions to dance to. We mix the shock of the new with cult classics and guilt-free pleasures. We like our synths with sincerity and our pop with snap and crackle. We love arty rockers with electric guitars, twee freaks with knitted agendas, gay geeks with scuffed shoes, and party poppers who love their liquor. So dust off your dancing shoes and show us what you're made of.

Maybe you'd like to know a little more?

Well it's only fitting that we firstly introduce ourselves as Camilla, Alex and John. We do bits of this and that, mainly involving writing, art, television, radio, blogs, record-collecting and obsessive gig-going but most importantly we are a friendly bunch who are keen on making music-lovers dance. We started Ghost School with this express intention and to also create a unique space where everyone can contribute and feel comfortable.

The club is queer-run but all are welcome in the hope of attracting a diverse bunch onto a dancefloor free from intimidation or tired stereotypes. Finally, it is important to us that you feel as much a part of Ghost School as we do, so send us your thoughts, comments, requests and creations. See you down the disco.

Entry is £4 and £3 with flyer."|"Dancing,DJ,Live Entertainment"|""
"835"|"Gian Don's"|"1445 S Kihei Rd"|"Kihei, Hawaii"|"(808)874-4041"|"By day, Gian Don's is an Italian bistro, on Saturday nights it becomes Maui's nearest thing to a true gay club. There's usually a DJ and a small dance floor. The crowd is mostly tourists, but often locals will show up as well. On top of drinks, a pupu menu (hors d'oeuvres) is also available...."|""|"http://www.giandons.com"
"836"|"Gifford House"|"9 Carver St"|"Provincetown, Massachusetts"|"(508)487-0688"|"Huge outdoor patio bar (Porchside), fireplace, classic jukebox, pool table and video game. Open year round. Also houses basement dance club (Purgatory) and weekend piano lobby bar..."|"jukebox,pool,fireplace,video,leather,patio,dancing,piano"|"http://www.giffordhouse.com/pages/porch.html"
"837"|"Gigi's"|"16920 W Warren Ave"|"Detroit, Michigan"|"(313)584-6525"|"Gay owned and operated for over 31 years, cabaret, go go's and karaoke..."|"go-go,karaoke,DJ,house,hip-hop,latin,transgender,pool,games,atm"|"http://www.gigisbar.com"
"838"|"Gildas"|"1515 W Laskey Rd"|"Toledo, Ohio"|"(419)476-1577"|"Girl orientated bar/longe with dancing. TG friendly..."|"Dancing,Pool"|""
"839"|"Ginger's"|"363 Fifth Ave, Park Slope"|"Brooklyn, New York"|"(718)788-0924"|"Park Slope local girl bar..."|"lesbian"|""
"840"|"Gio's Club & Bar"|"155 Smith Street"|"Winnipeg, Canada"|"(204) 786-1236"|"Gio's Club & Bar is a private GLBT Club in the heart of Winnipeg. The bar offers a large nite club with Winnipeg's hottest DJs, a fully screened outdoor patio and a quieter upstairs lounge. It is Winnipeg's newest and largest GLBT bar. Out of town quests do not pay cover. Friday nights are spectacular."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,ATM on premises,Pool Tables,Free Parking,Cover Charge,Video Games"|""
"841"|"Gipsy Nightclub"|"4605 Paradise Rd"|"Las Vegas, Nevada"|"(702) 731-1919"|"With a name known throughout the United States and internationally, Gipsy Nightclub is the #1 gay nightlife hotspot in Sin City.  We present the hippest theme parties during the year, from New Years Eve to Mardi Gras, 4th of July to Halloween, featuring the top female illusionists from around the country; as well as, our sexy boxer briefed go-go boys.  The best drag shows in the city can be found here on Thursdays and Sundays, intermingling with the hottest dance parties and of course, ALL THE HOTTEST MEN!!!!!!!!!!   There are 3 bars with a glass enclosed lounge area, video monitors and main dance area w/ seating. Doors open 7 days a week at 9pm.  There is no set closing time.  Our motto is ""What happens in Vegas - STAYS in Vegas!""  Check us out at WWW.GIPSYLV.COM."|"Dancing,DJ,Full Bar,Pop Music,Drag Shows,Videos,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,ATM on premises,Free Parking,Valet Parking,Cover Charge,Video Games"|""
"842"|"Gipsy Nightclub"|"4633 Paradise Rd"|"Las Vegas, Nevada"|"(702)731-1919"|"Vegas dance club spinning vocal house, top 40, hip-hop, rock and Latin grooves. Open nightly from 9pm. Table reservations available..."|"drag,dancing,Transform-Tuesdays,gay,lesbian,king,Mikyala,DJ,top40,pop,hip-hop,rock,house"|"http://www.gipsylasvegas.com"
"843"|"Girl Spot"|"401 6th Street"|"San Francisco, California 94107"|"(415) 337-4962"|"Very hip monthly women's club at the world famous end up nightclub. Every third Saturday of the month."|"Dancing,DJ,Full Bar,Outdoor/Patio,ATM on premises,Pool Tables,Free Parking,Cover Charge,Video Games"|""
"844"|"GirlCode (Saturday)"|"37-27 32nd St"|"Astoria, New York"|""|"The largest Lesbian get together in Queens happens at GirlCode every Saturday night. Professional sound and lighting, plenty of room to dance and mingle, three VIP areas and great music ..."|"Lesbian,Latin,Dancefloor,DJ"|"http://girlcodeny.com"
"845"|"GIRLS PALACE"|"1710 IRBY STREET"|"Florence, South Carolina"|"(877) 311-2637"|"Dance Club, Video Bar, 2 Pool Tables & Dart Machine."|"Dancing,DJ,Full Bar,Videos,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Pool Tables,Dart Boards,Free Parking"|""
"846"|"Gladius"|"1111 Hennepin Ave S"|"Minneapolis, Minnesota"|""|"Billing itself as ""a gay bar in the Twin Cities with a New York Chic style atmosphere""..."|"outdoor-seating"|""
"847"|"Glamlife @ Estate (Thursday)"|"1 Boylston Pl"|"Boston, Massachusetts"|"(917)428-4128"|"Chris Harris and The Gay Mafia present GlamLife at Estate every Thursday night. (Across form Boston common) Boston's most glamorous night out..."|"Dj,drag"|"http://www.gaymafiaboston.com"
"848"|"GLBT Center"|"1111 14th St NW"|"Washington, DC"|"(202)682-2245"|"2500 square-foot facility includes offices for staff and volunteers as well as a community meeting room..."|"support"|"http://www.thedccenter.org"
"849"|"GLBT Center"|"892 S Cooper St"|"Memphis, Tennessee"|"(901)278-6422"|"Drop-in center open daily serving the Memphis GLBT community..."|""|"http://www.mglcc.org"
"850"|"Globetrotters Club"|"59 Lincoln Park"|"Newark, New Jersey 07111"|"(973) 477-2560"|"Open every Friday. Doors open at 8:30PM. $3 Beers all nite. DJ Spins Hip-Hop, R&B;, Reggae and club classics."|"Dancing,DJ,Full Bar,Smoking Throughout,Pool Tables,Cover Charge,Video Games"|""
"851"|"Gloryhole Video Center and BAR"|"Radnoti Miklos u. 18."|"Budapest, Hungary 1137"|"(01136) 70-201-1939"|"It is a video center with 20 cabins, lots of gloryholes, mixed straight, bisexual and gay clientel.also has full bar, dancing on Fr-Sat. evening. Recommendended only for ages 18-40 years old.
Great, clean and new facility, friendly staff.Location: 3 minuts from West end City Center in Budapest, Hungary."|"Dancing,Full Bar,Techno Music,Pop Music,Live Entertainment,Videos,Dancers/Strippers,Non-Smoking Indoors,Smoking Throughout"|""
"852"|"Godfrey's"|"308 E Grace St"|"Richmond, Virginia"|"(804)648-3957"|"Richmond gay bar with dance floor. Serves dinner Wed. to Sun., plus a very popular drag brunch on Sunday. Popular college night on Wednesday..."|"drag-shows,college-night,dance-floor,pool,food"|"http://godfreysva.com/"
"853"|"Gold Coast"|"8228 Santa Monica Blvd, West Hollywood"|"Los Angeles, California"|"(323)656-4879"|"West Hollywood neighborhood bar since 1991 with pool table and DJ. Happy hour 4pm - 8pm daily..."|"happy-hour,dj,pool"|"http://www.goldcoastweho.com"
"854"|"Golden Lions"|"340 Ludlow Ave"|"Cincinnati, Ohio"|"(513)281-4179"|"Oldest gay bar in the city. Currently a popular neighborhood bar for the Clifton Gaslight area..."|""|""
"855"|"Good Friends Bar"|"740 Dauphine St"|"New Orleans, Louisiana"|"(504)566-7191"|"Cruise, cocktails, karaoke and a game of pool in the French Quarter - 1 block off of Bourbon St. Also houses the The Queen's Head Pub upstairs. Open Sun-Thur - 1pm until 2am, Fri - Sat open 24 Hours (and during Mardi Gras). Happy hour 7 days a week from 4pm until 9pm..."|"pool,karaoke,cruisy,happy-hour"|"http://www.goodfriendsbar.com"
"856"|"Good Friends Bar - The Queens Head Pub"|"740 Dauphine Street"|"New Orleans, Louisiana 70116"|"(504) 566-7191"|"Daily Drink Specials - Skyy Mondays:
Skyy Vodka $2.50 - 7:00 pm until Midnight

Kocktail Karaoke - 7:00 pm until 10:00 pm

Monday through Thursday Wheel of Fortune 6:30 PM

Drink and Drown Fridays - Well drinks $1.75
4:00 pm until 9:00pm

Sundays - $1.75 well vodka drinks 6:00 am until Midnight. You never know what's going to happen.

Happy Hour - 7 days a week from 4:00 pm until 9:00pm - Well drinks and domestic bottled beer are $2.25

Specials and Happy Hour may not apply during holidays and special occasions."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Videos,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,Credit Cards Accepted,ATM on premises,Free Parking"|""
"857"|"Good Time Lounge"|"2520 Hwy 91N"|"Denison, Texas 75020"|"(903) 463-6086"|"The Good Time Lounge has served the gay community faithful since 1988.  We've been here for more than 20 years!  We're close to the beauitiful Lake Texoma and the Texas / Oklahoma border"|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Pool Tables,Dart Boards,Free Parking"|""
"858"|"Goodtimes"|"1775 E Tropacana Ave"|"Las Vegas, Nevada"|"(702)734-9494"|"Open 24 hours, happy hour daily 5pm - 7pm..."|"karaoke"|"http://www.goodtimeslv.com/GT/home.html"
"859"|"Gossip @ Tatame (Monday)"|"223 W Fairbanks Ave"|"Winter Park, Florida"|"(407)545-4144"|"Tatame Sake Bar & Tea Lounge is located in beautiful Winter Park. Featuring daily events, entertainment, & of course the best sake around. They also serve beer, wine, hot teas, bubble teas, slushies, and snows. Monday Night Gossip is the venue's weekly GLBTQ event featuring local artists and musicians..."|"DJ,Musicians,Artists,Indie,Sake,Wine,Beer,Lounge,Art,Winter-Park"|"http://tatamelounge.com/events/gossip"
"860"|"Gotham Citi Cafe"|"130 Crown St"|"New Haven, Connecticut"|"(203)498-2484"|"Cafe and restaurant (Open Wed - Sun 8pm to close) and after hours dance club (Open Thursday, Friday and Saturday till 5am) New Havens only dance facility open late night..."|"hip-hop,karaoke,dj,dance,afterhours"|"http://gothamciticafe.com"
"861"|"Gourmet Goat"|"41 N Potomac St"|"Hagerstown, Maryland"|"(301)790-2343"|"Daytime, a cute cafe/lunch joint... Evening, a great place to grab a cocktail early...."|"brunch,food,cocktails"|"http://thegourmetgoat.samsbiz.com"
"862"|"Governor Bradford"|"312 Commercial St"|"Provincetown, Massachusetts"|"(508)-487-2781"|"Mixed pub type bar and restaurant with pool table, darts, jukebox, drag karaoke and entertainment after 9pm nightly..."|"drag,karaoke,pool,chess,jukebox,mixed"|""
"863"|"Grand Central"|"1001 - 1003 N Charles St"|"Baltimore, Maryland"|"(410)752-7133"|"Featuring Industrial dance floor (two bars, fog, video wal, open Wed - Sunl), video bar, Spike (for leather/Levi lovers open Tue - Sat) and the Pub (pool table and three video screens playing the best dance videos). Happy hour everyday from 4pm to 8pm..."|"dancing,video,leather,levi,pool"|"http://www.centralstationpub.com"
"864"|"Grand Central Station"|"2612 Central Ave"|"St. Petersburg, Florida 33712"|"(727) 327-8204"|"Grand Central Station has two different bars. Club Terminal, a high energy dance bar open on Friday, Saturday and Sunday. Top Dj's and never a cover.
The Station, a neighborhood video bar with pool tables and darts. Outdoor patio area.
Grand Central also offers one of the best Karaoke teams; Ron East Productions with one of the largest selections of tunes in town! Check out Grand Central for regular Karaoke contests!"|"Dancing,DJ,Full Bar,Karaoke,Videos,Dancers/Strippers,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,ATM on premises,Pool Tables,Dart Boards,Free Parking,Video Games"|""
"865"|"Granville Anvil"|"1137 W Granville Ave"|"Chicago, Illinois"|"(773)973-0006"|"Your friendly neighborhood gay dive bar ..."|"video,bbq,patio,dive,neighborhood,jukebox"|""
"866"|"Great American Mining Company"|"1008 Dickinson Ave"|"Greenville, North Carolina 27858"|"(252) 353-2623"|"A fun environment Wednesday through Saturday night. Special events happen monthly."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Karaoke,Videos,Dancers/Strippers,Smoking Throughout,Credit Cards Accepted,Free Parking,Cover Charge"|""
"867"|"Green Dolphin (Monday's)"|"2200 N Ashland Ave"|"Chicago, Illinois"|"(773)395-0066"|"Boom boom room, the longest running club night in the USA (17 years). 4000 sq ft consisting of dance floor, 4 bars, state-of-the-art sound and light and marquee with a retractable ceiling overlooking the river. 2 DJ's spinning funky, deep and classic house. Mixed crowd, but usually 40% gay. $5 cover...."|"funky,deep,dancing,DJ,house,patio"|""
"868"|"Green Lantern"|"1335 Green Ct NW"|"Washington, DC"|"(202)347-4533"|"Two level video/dive bar with karaoke, music, pool, video games, and daily happy hour..."|"pool,karaoke,video,dive,ATM,coatcheck,video-games"|"http://greenlanterndc.com"
"869"|"Green Lantern - Tool Shed"|"1335 Green Court, NW"|"Washington, DC"|"(202) 347-4534"|"The Green Lantern - Tool Shed is one of Washington D.C.'s Dance and Video bars particpating in the Bar Bending tour on October 16, 2004. For more information, see our ad on mygayweb.com's home page!"|"Dancing,DJ,Full Bar,Karaoke,Videos,Country/Western,Leather/Fetish,Pool Tables"|""
"870"|"Green Lantern Barn (Every Other Friday)"|"95 Spear St"|"Charlotte, Vermont"|"(802)373-5842"|"The Green Lantern is a clubhouse for bears and operates out of our barn in Charlotte, VT. The events are private parties, so join their Yahoo group page and consider yourself invited.  This barn is open only during summer time, every other Friday from 9pm to 12am. 14 minutes from UVM..."|"Bear,VJ"|"http://groups.yahoo.com/group/greenlanternvt/"
"871"|"Grey Fox"|"3503 S Spring Ave"|"St Louis, Missouri"|"(314)772-2150"|"Neighborhood bar during the week, drag shows Friday and Saturday at 10 PM, Sunday at 9 PM..."|"Drag,Cabaret"|"http://www.GreyFoxSTL.com"
"872"|"Grey Fox Pub"|"3501 S Spring @ Potomac"|"St. Louis, Missouri 63116"|"(314) 772-2150"|"A Neighborhood bar during the week with the Midwest's best Drag Shows every Friday and Saturday at 10.  On Sunday there's a great variety show at 9 Sharp."|"Full Bar,Live Entertainment,Drag Shows,Wheel Chair Access,Smoking Throughout,Outdoor/Patio,Credit Cards Accepted,Dart Boards,Free Parking,Video Games"|""
"873"|"Grid"|"1437 St. Clair Ave"|"Cleveland, Ohio"|"(216) 623-0113"|"Cleveland's favorite gay nightclub with 4 bars on two levels, a friendly, attitude-free staff and the best DJ in town. Check our website for upcoming parties and daily events."|"Dancing,DJ,Full Bar,Techno Music,Pop Music,Live Entertainment,Drag Shows,Food Served,Karaoke,Videos,Dancers/Strippers,Wheel Chair Access,Smoking Throughout,Credit Cards Accepted,ATM on premises,Pool Tables,Free Parking,Cover Charge,Video Games,Piano Bar"|""
"874"|"Grid"|"1437 Saint Clair Ave NE"|"Cleveland, Ohio"|"(216)623-0113"|"Cleveland megaclub with karaoke (35,000 songs), pool in the basement, live shows, drag, kings, strippers, drink specials, wi-fi, and the biggest dance party. Now in it's 14th year. 18 to party, 21 to drink..."|"karaoke,pool,drag,king,go-go,dancing,leather,video,DJ,indie-rock,18plus,lesbian,sinful-thursdays,amateur-stripper,drink-specials,dj-dan-spurlock,volleyball,dj-jerry-griffith,wi-fi,live-shows,orbit"|"http://www.thegrid.com/"
"875"|"Groove"|"5232 Hwy 42 Bypass"|"Hattiesburg, Mississippi"|"(601)450-2377"|"Hattiesburg gay club open Thursday through Saturday. Karaoke every Wednesday, music with DJ Rosa every Friday, and a drag show every Saturday. 18+ to enter, 21+ to party..."|"karaoke,dancing,18plus"|"http://www.groovehattiesburg.com"
"876"|"Grove House"|"11 Grove St"|"Asheville, North Carolina"|"(828)252-2838"|"The Grove House Complex houses 3 unique venues under one roof. Scandals - known for its large dance floor and cabaret shows, Eleven a smoke free upstairs bar with dancefloor, and Boiler Room - an underground live music venue..."|"drag,dancing,DJ"|"http://www.clubscandals.net"
"877"|"Guava Lamp"|"570 Waugh Dr"|"Houston, Texas"|"(713)524-3359"|"Houston elegant video lounge and circular bar with pool, karaoke, nightly drink specials, and happy hour daily 4pm - 8pm. Complimentary valet parking..."|"video,valet-parking,happy-hour,tv,pool,vj,karaoke,martini"|"http://guavalamphouston.com"
