#Location	Name	Adress	Phone	Website	 Linkanchor	 Picture	Shortdescription
North America/USA/Florida	CLUB 1916	HOLLYWOOD	9549220074	http://www.harrisonswinebar.com	1916 CLUB		UPSCALE 4AM LOUNGE DOWNTOWN HOLLYWOOD
North America/USA/Florida	Club Chic	Pompano	(954) 781-8884	http://www.clubchic.com	www.clubchic.com	club_banners\banner_109.jpg	Off Premise Nightclub, Sat Nights, Dance Floor, DJ, Buffet
North America/USA/Florida	Club Cinsual	Sarasota	941-928-1496 aft. 8p	http://www.clubcinsual.com	Club Cinsual	club_banners\banner_1301.gif	Unleash your Inhabitions & be a Little Naughty
North America/USA/Florida	Club Decadent	Daytona		http://www.clubdecadent.com	Club Decadent, a good place to be BAD!	club_banners\banner_1554.gif	Best party event in Central Florida...
North America/USA/Florida	Club Destiny	Pensacola-Destin	888-000-000	http://www.clubdestiny.us	Club Destiny		A Premier Swingers Club for Quality Adult Parties
North America/USA/Florida	Club Dutch Delight	St Petersburg		http://www.playfulcouples.net/	www.playfulcouples.net		Bringing like minded people together.
North America/USA/Florida	Club Hedonism	Pompano Beach	954-783-4741	http://www.clubhedonism.com	www.clubhedonism.com		On Premise Nightclub, Wed - Sat, Couples Only, Dance Floor, Private & Public Rooms
North America/USA/Florida	Club Indulgence	Jacksonville	9045886470	http://www.clubindulgence.com	Club Indulgence		The Premier Meet and Greet in Jacksonville Fl
North America/USA/Florida	Club Kink	Pompano		http://www.clubkink.com	clubkink.com	club_banners\banner_1400.gif	Club Kink Fetish Swingers Club
North America/USA/Florida	Club Relate	Orlando		http://sdc.com/sitemap/swingersclubinformation.htm	swingers		Masturbation Swing Club, Couples & Singles, Sat Meetings, 12 yrs of Operation
North America/USA/Florida	Club Tastebuds	Kissimmee	407-888-2423	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Off Premise Alternative Lifestyle Club open 7 Days, RSVP Sats only
North America/USA/Florida	Deenies Hideaway	Pompano Beach	(954) 428-3336	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Open 365 Days Yr, Indoor Pool, Hot Tub, Playrooms, Volleyball, Buffet
North America/USA/Florida	Dutch Delight Party House	Largo	727-518-1465	http://www.clubdutchdelight.com	www.clubdutchdelight.com		On Premise, Pool Party, BBQ, All Night Party, Sat Nights, Couples, Females, Select Males
North America/USA/Florida	Emerald Coast Social	Pensacola / Gulf Breeze	850-748-8795	http://www.emeraldcoastsocial.com	Emerald Coast Social	club_banners\banner_1616.gif	Elite Swinger Social Club Located In Pensacola, FL
North America/USA/Florida	EnvyChic	Miami	305-467-0848	http://www.envychic.com	EnvyChic	club_banners\banner_2069.gif	Sexy Apparel & Accessories - Dress to Impress
North America/USA/Florida	Fetish Factory	Fort Lauderdale	954-563-5777	http://www.fetish-factory.com	www.fetish-factory.com		Fetish Factory Alter Ego Parties
North America/USA/Florida	Florida Playtime	Fort Lauderdale		http://www.sdc.com	No Website an offline magazine		South Floridas Adult Entertainment Magazine
North America/USA/Florida	Florida Social	Fort Walton Beach		http://www.sdc.com	FloridaSocial.com	club_banners\banner_1387.gif	NO LONGER HOSTING PARTIES 9.21.6
North America/USA/Florida	Hotel Swingers Party's	Tampa	941 722 7544	http://www.swingershotelparty.com/	Swingers hotel parties		Swingers Hotel Parties in Tampa, Florida
North America/USA/Florida	Jada, After Dark	Lake Worth	561-951-5135	http://www.JadaAfterDark.com	Jada, After Dark!		Jada, After Dark
North America/USA/Florida	JD N Sandras	Orlando	1-866-738-3950	http://www.JDnSandras.com	JD & Sandra's		Private on premise parties for Lifestyle Lovers
North America/USA/Florida	Lifestyle Alternatives Centre	Palm Beach County	561.309.0989	http://www.lifestylealternatives.org	Lifestyle Alternative Centre of Palm Beach & Club DeManda		Where kinky & fun people meet!
North America/USA/Florida	Lifestyle Explorers	Tampa	813-910-7102	http://www.LifestyleExplorers.org	Lifestyle Explorers	club_banners\banner_1910.jpg	Private House Socials
North America/USA/Florida	Miami Velvet	Miami	(305) 406-1604	http://www.miamivelvet.com	Miami Velvet	club_banners\banner_1139.jpg	Miami velvet is the best club in south florida
North America/USA/Florida	Neverending Bliss	Daytona Beach	386-682-6220	http://www.neverendingbliss.com	Neverending Bliss		On Premise-BYOB-Swinger's Club
North America/USA/Florida	Night Moves II	Tampa	813-910-2772	http://www.nightmovesii.com	http://www.nightmovesii.com		Upscale, off-premise nightclub.
North America/USA/Florida	North Fort Myers Couples	North Fort Myers	239-217-2386	http://www.northfortmyerscpl.com	North Fort Myers Couples	club_banners\banner_2680.gif	Non Profit Group in Fort Myers
North America/USA/Florida	Orlando Interlude	Orlando	(866) 549-0843	http://www.orlandointerlude.com/	www.orlandointerlude.com		Annual Orlando Interlude Convention
North America/USA/Florida	OZ Swingers Club	fort myers	239-645-0119	http://www.theotheroz.com	http://www.theotheroz.com	club_banners\banner_2307.jpg	Southwest Florida's Premier On-Premise Club
North America/USA/Florida	Platos Repeat	Ft. Lauderdale	(954) 523-9818	http://sdc.com/?REF=RMID991	Join SDC		CLUB IS NO LONGER A SWINGERS CLUB
North America/USA/Florida	Pleasure Palace	Tampa	(813) 663-9193	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Couples & Singles, Public & Private Rooms, Hot Tub
North America/USA/Florida	Ranch 4 Play	Orlando	(352.483.1988)	http://www.ranch4play.com	www.ranch4play.com		On Premise Private Ranch on 5 Acres, Parties Sat Night
North America/USA/Florida	Rena's Wild Wear	Tampa	813-884-5800	http://www.renas.com	www.renas.com	club_banners\banner_1724.jpg	Retail lingerie, theme costumes, shoes,
North America/USA/Florida	Rooftop Resort	Hollywood Beach	954-925-0301	http://www.rooftopresort.com	rooftopresort.com	club_banners\banner_529.gif	35 Room Clothing Optional Hotel
North America/USA/Florida	RV Swingers Club	Clermont		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		A Swing Club for RV Travelers
North America/USA/Florida	Sapphire Lounge	Jupiter	561-575-2100	http://www.seductionparty.net	Seduction Party		Our priority is to make you feel comfortable and s
North America/USA/Florida	Sinful Party	Ybor City Tampa	561-543-7457	http://sdc.com/sitemap/swingersclubinformation.htm	swingers		Monthly Theme Parties for the Ladies
North America/USA/Florida	StreetPerfection.com	Miami	7862132158	http://www.streetperfection.com	StreetPerfection.com	club_banners\banner_2033.gif	StreetPerfection... Are you on it?
North America/USA/Florida	SW Florida Munch and Parties	Fort Myers		http://www.canes4pain.com/sw_florida_munch_canes4pain_cane2.htm	SW Florida Munch	club_banners\banner_1869.jpg	Themed Parties & brunches in Ft Myers
North America/USA/Florida	SWFLPlayPalace	Fort Myers	239-878-0342	http://www.swflplaypalace.com/	http://www.swflplaypalace.com/		SW Florida's HOTTEST LIFESTYLE PARTIES
North America/USA/Florida	Swingers Hotel Party	Tampa	941 722-7544	http://www.swingershotelparty.com/index.html	Swingers Hotel Party in tampa		Hotel party for fun couples and females
North America/USA/Florida	The Bliss Club	Miami	305.244.5787	http://www.theblissclub.com/	The Bliss Club	club_banners\banner_1028.jpg	The Hottest BiFemale Party in Miami
North America/USA/Florida	The House - Orlando Swingers	Orlando, Florida	See Web Site	http://www.theorlandohouse.com	The House - Orlando Swingers Club	club_banners\banner_2419.gif	A very comforfable Orlando Swinger Club.
North America/USA/Florida	The Partyhouse	Kathleen	863-853-7750	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Private House Party on 5 Acres, Couples & Singles, Fri & Sat, Theme Events
North America/USA/Florida	The Playground	New Smyrna Beach	(386) 426-2063	http://sexy4u.us/playground/index.html	The Playground		The Playground is one of Central Florida's best!
North America/USA/Florida	The Saturday Night Club	Estero		http://www.thesaturdaynightclub.com	The Saturday Night Club		Come play on our boat, a uniquely erotic experienc
North America/USA/Florida	The Saturday Night Club	Naples	239.293.3482	http://www.thesaturdaynightclub.com	The Saturday Night Club	club_banners\banner_2105.gif	New and Unique on-premise on the Swingers Club
North America/USA/Florida	The Underground	Jacksonville	#	http://www.undergroundjax.com	Maggie's Underground Parties for Sophisticated Couples JAX FL	club_banners\banner_2126.jpg	The Underground for Sophisticated Couples JAX FL
North America/USA/Florida	Trapeze Club	Fort Lauderdale	954 7308121	http://www.trapezeclub.com	www.trapezeclub.com	club_banners\banner_590.gif	South Florida Famous Swing Club
Europe/France	2 plus 2	Paris	01 43 35 14 00	http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_974.gif	Association pour Couples Echangistes, Swinger only
Europe/France	Chalet Libertin	Morzine	+44(0)7885274166	http://www.chaletlibertin.com	Lifestyle swingers holidays in the French alps		Erotic holidays for couples in the French Alps
Europe/France	Club L'Anonyme	cannes	04 93 68 20 25	http://www.clubanonymecannes.com	Club Libertin L Anonyme � Cannes		Un haut lieu du libertinage � Cannes
Europe/France	Club Auberge	Rhone alpes		http://clubauberge.free.fr/acceuil.htm	Click here		Club libertin echangiste Rhone Alpes
Europe/France	CLUB CLEOPATRA	Alsace, region Molsheim		http://www.club-cleopatra.com/	http://www.club-cleopatra.com/		Club echangiste privé
Europe/France	Club La Fourche	Nogent Le Rotrou	33 (0)2-37-37-23-17	http://www.la-fourche.net	Club La Fourche		Grand Re-Opening
Europe/France	Diamant	Lyon	04 72 57 76 90	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Club sympa 24 rue des Maccabées 69005 Lyon
Europe/France	Emmanuelle	Paris		http://libange.free.fr/clubemmanuelle2.htm	Click here		Club libertin / echangiste
Europe/France	French Connection Swinging Hol	Nr Toulouse	0033562997866	http://www.holidays4couples.com	www.holidays4couples.com		Swinging holiday complex exclusively for couples
Europe/France	Glamour-Tours	Paris	0663148129	http://www.glamour-tours.com/	Glamour-Tours		We can fulfil all fantasies... just ask !
Europe/France	l'oustaou du moulin	cannes	06.15.06.32.57	http://www.oustaou-du-moulin.com	l'oustaou du moulin	club_banners\banner_1714.jpg	l'oustaou du moulin club libertin cannes
Europe/France	La Chaloupe	Bordeaux		http://www.la-chaloupe.fr	www.la-chaloupe.fr		see website
Europe/France	Le 2MIL'3	Hyéres	04 94 39 38 08	http://www.le2mil3.com/	http://www.le2mil3.com/		Club libertin avec bonnes soirées � thémes
Europe/France	Le Bilitis	Region Bretagne	02 96 35 15 58	http://www.bilitis.com/	http://www.bilitis.com/		Pour couples, libertins en Bretagne
Europe/France	le body'x	AMANCY	+33(0)450255898	http://www.le-bodyx.com	http://www.le-bodyx.com	club_banners\banner_1179.gif	Club libertin, haute savoie.
Europe/France	Le Chateau de Tredos	Agde	+33 (0) 6 14 84 83	http://www.tredos-evasion.com	http://www.tredos-evasion.com		Un cadre exceptionnel... chambres pour couples
Europe/France	Le Dome	ville d'Alès		http://www.club-le-dome.com/accueil.php.	Click here		Club du sud Libertin et echangiste
Europe/France	Le Feelings	Paris	01 43 54 06 04	http://www.le-feelings.com	.		Club non conformiste et libertine
Europe/France	Le Glamour	Agde	+33(0)4 67 01 55 49	http://www.leglamour.com	Le Glamour	club_banners\banner_1108.gif	Le glamour club paradise in front of the beech
Europe/France	Le Jardin Rden	Marseille	04 91 53 18 94	http://lejardindeden.free.fr/	http://lejardindeden.free.fr/		Club echangiste
Europe/France	Le Millesime	Marseille	04 91 37 69 69	http://www.lemillesime.com/libertin.html	Click here		Club pour couple et echangistes
Europe/France	Le Nautilus	Paris		http://www.le-number-one.com	Click here	club_banners\banner_1821.jpg	The must select & beautiful Swingers Club in Lyon
Europe/France	Le Triton	28 Avenue de Toulouse	04.68.41.76.58	http://www.le-triton.com/index.php?speack=fr&&mod=1	Click here		Club libertin et echangiste
Europe/France	leda cote d'azur	nice	33(0)666235153	http://ledacotedazur.gb.site.voila.fr/index.jhtml	leda cote d'azur	club_banners\banner_2184.jpg	swingers association of the French Riviera
Europe/France	LOV INN	Toulouse	05 61 09 69 69	http://www.lov-inn.com/index2.php3	Click here		Club liberin et echangiste a Toulouse
Europe/France	Moulins1 2 3	SteMaure,Ingrandes,Coullo	02.47.34.93.06	http://hout.club.fr/index.htm	http://hout.club.fr/index.htm		Trois clubs echangiste pour vous satisfaire!!!
Europe/France	No Comment Club	Paris	01 43 59 23 95	http://www.nocommentclub.com	www.nocommentclub.com		The nightclub "NO COMMENT", three levels of fun!
Europe/France	Overside	Paris	01.42.84.10.20	http://www.overside.fr/	http://www.overside.fr/		Club libertin a Paris
Europe/France	Quai 17	Paris	01 42 05 64 64	http://www.quai17.net/	http://www.quai17.net/		Club echangiste et ou libertin a Paris
Europe/France	Royal Club Privee	06	0039 347 25 12 800	http://www.royalclubprivee.com	royalclubprivee		Royal Club (Vintimille) � 2 Min de la Cote d'Azur
Europe/France	The Nude House	South	800 296 0262	http://www.thenudehouse.com	The Nude House	club_banners\banner_918.gif	A Holiday Plan for Swingers
Europe/France	Villa-cocotiers	Bordeaux	0556580896	http://www.villa-cocotiers.com	Click here	club_banners\banner_1893.jpg	chambres d hotes, soirees , et hommes selectionnes
Europe/Spain/Galicia	Club Kisses	Vigo	630 25 05 43				Lugar de encuntros para parejas,coqueto y acogedor
Europe/Spain/Galicia	www.nochesdeembrujo.com	vigo	620 196 341				local swinger
North America/USA/Georgia	2Risque	Atlanta	404-696-2737	http://www.club2risque.com	http://www.club2risque.com		Atlanta's Hottest & Sexiest Lifestyle Club
North America/USA/Georgia	Atlanta United	Atlanta	770-318-0233	http://www.atlantaunited.org	Atlanta United	club_banners\banner_1975.jpg	Off Premise Couples Club.
North America/USA/Georgia	Atlanta's Grown and Sexy Affair	Atlanta	404-376-8782	http://www.atlantasgasa.biz	Atlanta's Grown and Sexy Affairs		Atlanta's Grown & Sexy Affairs
North America/USA/Georgia	Club Deja Vu	Atlanta	770-465-8091	http://www.theclubdejavu.com	The Club Deja Vu	club_banners\banner_2043.jpg	Upscale, Discreet, Private Swing Club -On Premises
North America/USA/Georgia	Little Wings	Atlanta	404-327-5268	http://www.littlewingssocialclub.com	Little Wings		Sexiest Adult Lifestyle Club In Atlanta
North America/USA/Georgia	Lula Beach Club	Lula	7708697781	http://www.lulabeachclub.com	Lula Beach Club	club_banners\banner_2376.gif	where north Ga. swingers cum to play
North America/USA/Georgia	Lush Parties	atlanta	631-965-8428	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		couples only lifestyle lounge
North America/USA/Georgia	Luxuria	Atlanta	770-438-6769	http://www.luxuriaswingers.com	Luxuria Swingers		Flirtatious Parties for Sexy Couples and Females
North America/USA/Georgia	Pleasure Grove Resort	Cleveland	800-863-8633	http://sdc.com/sitemap/swingersclubinformation.htm	Pleasure Grove Resort	club_banners\banner_1477.gif	Georgia's Only Clothing Optional, Lifestyle Resort
North America/USA/Georgia	Ptus	Atlanta	678-4378126	http://groups.yahoo.com/group/PTUS/	Ptus		High class floating swingers club
North America/USA/Georgia	Southern Socials	Augusta		http://www.southernsocials.com	www.southernsocials.com		Off Premise, Monthly Theme Parties, Part of Carolina Friends, Parties in GA & SC
North America/USA/Georgia	The Temptation of Atlanta	North Metro Atlanta		http://www.temptationofatlanta.com	TheTemptationofAtlanta		The Southeast's Premiere Private Party Connection
North America/USA/Georgia	Tina The Swinger	Atlanta	404-861-TINA	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Off Premise Members Only Swingers Club
North America/USA/Georgia	Trapeze Club	Atlanta	404 699 0100	http://www.trapezeclub.com	www.trapezeclub.com	club_banners\banner_9.gif	Atlantas Number 1 Swing Club
North America/USA/Georgia	Venus	Atlanta	(404) 876-4306	http://www.clubvenus.com	www.clubvenus.com		On Premise, Thurs - Sat, Dance Floor, Private Theme Rooms, Orgy Room, Dance Floor, Buffet
Europe/Greece	Lifestylesailing	Athens		http://www.geocities.com/lifestyle_sail	Click here		Exclusive yacht holidays parties
Europe/Greece	Swinger Holidays	Corfu		http://www.swinger-holidays.com	Erotic cruises for couples.	club_banners\banner_2365.jpg	Cruises for couples on a 55 feet yacht!
Central America/Guatemala	Ricke's Place	Guatemala	(502) 5319-0793			club_banners\banner_2186.jpg	Un espacio creado para personas de amplio criterio
Europe/Germany/Hamburg	Chill-Out	Rosengarten-Alvesen	040 / 2199 1737	http://www.chill-out-club.de	chill-out-club.de	club_banners\banner_2065.gif	Chill-Out
Europe/Germany/Hamburg	Freizeit-Oase	Rentzschmuehle	037439 / 77911	http://www.swinger-oase.de	www.swinger-oase.de		Freizeit-Oase
Europe/Germany/Hamburg	Hotel Provocateur	All over Germany		http://www.hotelprovocateur.com	Hotel Provocateur	club_banners\banner_1405.jpg	Entertainment for discerning people
Europe/Germany/Hamburg	My Sexy Dreams	Hamburg	040 / 65 49 34 56	http://www.my-sexy-dreams.de	my-sexy-dreams.de	club_banners\banner_2015.gif	Der exklusive Swingerclub in Hamburg
Europe/Germany/Hamburg	Mystery Swingerclub	Hamburg	040-55484883	http://www.mystery-swingerclub.de	www.mystery-swingerclub.de	club_banners\banner_330.gif	Swingerclub
Europe/Germany/Hamburg	Paradise City	Helmstadt Bargen	06268 - 927905	http://www.paradise-city-online.de	www.paradise-city-online.de	club_banners\banner_2233.jpg	von der Szene für die Szene
Europe/Germany/Hamburg	Quartett	Hamburg	040-64222727	http://www.das-quartett.de	www.das-quartett.de	club_banners\banner_455.gif	Verein fuer modern denkende Menschen
North America/USA/Hawaii	Club Tantra	Maui	808-244-4103			club_banners\banner_2279.jpg	Tantra Class followed by intimate party. Saturdays
North America/USA/Hawaii	Hawaii Swings	Honolulu	808-123-4567				HawaiiSwings Lifestyle Swingers Portal & Club
North America/USA/Hawaii	Island Fantasy Swingers Club	Honolulu	808-861-0170				On and Off Premise Events
North America/USA/Hawaii	Paradise Spice	Wailuku, Maui					Serving Mauis Progressive Adults Since 1999
Europe/Germany/Hessen	Club Downtown	Hanau	06181/379968	http://www.club-downtown.de	club-downtown.de		Club DownTown
Europe/Germany/Hessen	JUST4FUN	Pforzheim	07231 - 4158789	http://www.just4fun-lokal.de	just4fun-lokal.de	club_banners\banner_2020.gif	frivol-erotisches Lokal in Pforzheim
Europe/Germany/Hessen	Little Sins	Oberhausen		http://www.littlesins.com	littlesins.com	club_banners\banner_2221.jpg	''Exclusive, Mysterious, Exciting...!''
Europe/Germany/Hessen	Privater Swingerclub Lido	Rottenburg	(07472) 28 26 26	http://www.clublido.de	http://www.clublido.de		Moderner Lifestyle - Erotische Freizeitgestaltung
Europe/Germany/Hessen	St. Tropez Swinger-Clubs	Burtenbach	0 82 85 / 2 21	http://www.st-tropez.de	www.st-tropez.de	club_banners\banner_324.jpg	2ter Club in Muehlhausen
Europe/Germany/Hessen	Treff28	Giessen	0641/79046	http://www.treff-28.de	www.treff-28.de		Der Treffpunkt fuer Swinger
Europe/Hungary	Club Honey	Budapest					Open Friday and Saturday 21:00-05:00
Europe/Hungary	Dreamland Swingers Club	Budapest					On Premise Swingers Club in Budapest
Europe/Hungary	Eagle Residence	Budapest					Swinger Club and Pansio
Europe/Hungary	Orpheus Swinger Club	Budapest	0036302509116				First Swinger Club in Budapest
North America/USA/Illinois	Alternative Nites	Chicago Area	708-932-6407	http://www.alternativenites.com	www.alternativenites.com		On Premise, Couples and Singles, Playrooms, Dance Floor
North America/USA/Illinois	Club Meet 4 More	Chicago	(219) 678-8223	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Private adult social club, couples and ladies only
North America/USA/Illinois	Couples Choice	Country Club Hills	708-333-4860	http://www.coupleschoice.com	Couples Choice	club_banners\banner_2266.jpg	Chicagolands sexiest couples only lifestyle club
North America/USA/Illinois	Couples Playhouse in Paradise	Chicago	(630) 983-5175	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise Play Lodge, Very Upscale
North America/USA/Illinois	flauntparty	Chicago	312-670-7181	http://www.flauntparty.com/index.asp?promo=6724-4626	Flauntparty.com	club_banners\banner_2157.jpg	Exclusive private membership club (21yr to 40yr)
North America/USA/Illinois	Foxs Events	Chicago		http://www.foxevents.com/	www.foxevents.com		International Swingers Conventions
North America/USA/Illinois	Private Affairs	Clare	1-800-355-8063	http://www.privateaffairs.org	www.privateaffairs.org		On Premise, Couples Only, Theme Parties Sat, Dance Floor, DJ, Public & Private Rooms
North America/USA/Illinois	saucyparty.com	Chicago		http://saucyparty.com	http://saucyparty.com	club_banners\banner_2019.jpg	saucyparty.com - Where men behave, and women don't
North America/USA/Illinois	SLC	CHICAGO	(773) 310-1320	http://www.swlatinchicago.com	slc		WERE A LATIN SWINGERS CLUB OPEN TO ALL COUPLES
North America/USA/Illinois	The Club Release	Country Club Hills	1-219-951-7681	http://www.theclubrelease.com	The Club Release		On-premises Lifestyle Club
North America/USA/Illinois	THP (The Hitching Post)	Melrose Park	(847) 526-2929	http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_1621.gif	Chicagolands hottest adult club
North America/USA/Indiana	Club Trilogy	Lafayette	765-471-0011	http://www.clubtrilogy.org	www.clubtrilogy.org		On Premise Social Club
North America/USA/Indiana	Club Utopia	Fort Wayne	260-420-2559	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Social Club, 7,500 sq ft, Public & Private Rooms, Pool Tables, Darts
North America/USA/Indiana	Indy Couples Events - I.C.E.	Indianapolis		http://www.indycouplesevents.com	www.indycouplesevents.com		Social Event, No Single Males, Erotic Atmosphere, Classy
North America/USA/Indiana	Klub Layden	Muncie	765-717-1043	http://www.klublayden.com	Klub Layden		On premise private adult social club
North America/USA/Indiana	The Double F	Indianapolis	(317)-536-6029	http://www.theff.net	The Double F		The Private House Party Place for Couples only
North America/USA/Indiana	Topside II	Indiana		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Oldest Club in Midwest, Playrooms, Play Pen, Buffet
Asia/Indonesia	bali-lifestyleresort	Bali - Kuta	31611433918				bali-lifestyleresort a brand new club in Indonesia
Asia/Indonesia	Jakarta Friendly Swing Club	JAKARTA	021-30864373				Friendly Openminded Fun Classy Intellectual
North America/USA/Iowa	Club Blackhawk	Waterloo		http://www.geocities.com/clubblackhawk/index.html	Iowa's Best Club		Come feel the heat and see what we do for fun.
North America/USA/Iowa	Club Temptation	Des Moines		http://www.offnights.net/ct.htm	www.offnights.net/ct.htm		Off premise parties for couples and single females held monthly
North America/USA/Iowa	Sioux City Swingers	Sioux City	7122695626	http://siouxcityswing.4t.com/	Sioux City Swingers		Couples and single females only
Europe/Ireland	Irish Swingers Club	Dublin		http://www.sdc.com	Irish Swingers Club		A Swingers Club for Couples and Single Women
Europe/Italy	ALCOVOA	Milano	00390228510660	http://www.alcovoa.it	www.alcovoa.it	club_banners\banner_1720.gif	Exclusive, and elegant swingerclub in Milano Italy
Europe/Italy	ARENA CLUB MILANO	MILANO	+39 024989067	http://www.arenaclub.it	http://www.arenaclub.it	club_banners\banner_1002.jpg	ELEGANZA & TRASGRESSIONE
Europe/Italy	Calypso	Brescia		http://www.calypsoclub.it	www.calypsoclub.it	club_banners\banner_1510.gif	Per l'ingresso al club un abbigliamento convenient
Europe/Italy	Club Privè Araba Fenice	Roma		http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_2116.gif	Swingers Club for couples and singles,Araba Fenice
Europe/Italy	Comoedia	Firenze	055 686038	http://www.comoedia.it	Comoedia	club_banners\banner_2332.jpg	Comoedia swingers club
Europe/Italy	FERMENTO CLUB	LODI VECCHIO (LODI)	339-7217331	http://www.fermentoclub.com	www.fermentoclub.com		Il Club più raffinato della Lombardia
Europe/Italy	IRIS Swingerclub	Bedizzole (Brescia)	+393409249008	http://www.irisclub.it	IRIS Swingerclub	club_banners\banner_2016.gif	On the lake of Garda for couples and singles
Europe/Italy	KRISTAL CLUB	Torino	00390114537019	http://www.kristalclub.com	http://www.kristalclub.com		lifestyle and swinger clup couples and singles
Europe/Italy	La Gare Swinger Club	Milano		http://www.lagareclubprive.com	www.lagareclubprive.com	club_banners\banner_1328.gif	La Gare Swinger Club
Europe/Italy	Loggia dei Consoli	Firenze		http://www.loggiadeiconsoli.com	www.loggiadeiconsoli.com	club_banners\banner_2153.gif	Trasgressioni di alta classe
Europe/Italy	Paese dei Balocchi	Brescia	00393497752232	http://www.paesedeibalocchi.com	Click here		private club with swimming pool, Jacuzzi, fkk
Europe/Italy	PlanetX	Padova (Due Carrare)	340 - 46.93.526	http://www.morenasex.net/html/planetx/planetx.html	PlanetX	club_banners\banner_2061.jpg	Pl@net X Club è fuori dagli schemi...
Europe/Italy	Royal Club Privee	Ventimiglia	347 25 12 800	http://www.royalclubprivee.com	royalclubprivee		Royal Club Privee (Ventimiglia)
Europe/Italy	Swingerweekends	Sicily		http://www.swingerweekends.com	Swingerweekends		Swinger Weekends
Carribean/Jamaica	Breezes Resorts	Montego Bay, Runaway Bay					Breezes Resorts
Carribean/Jamaica	Grand Lido Braco Resort Spa	Braco				club_banners\banner_1683.jpg	The charm of the old Caribbean & luxury of Braco
Carribean/Jamaica	Grand Lido Negril Resort and Spa	Negril				club_banners\banner_1684.jpg	The Priceless Measure of Excellence
Carribean/Jamaica	Hedonism II	Negril	1 - 800 - 574 - 4265			club_banners\banner_1125.jpg	Be Wicked for a Week
Carribean/Jamaica	Hedonism III	North Coast	1 - 800 - 574 - 4265			club_banners\banner_1126.jpg	Be Wicked for a Week
Carribean/Jamaica	Jambiance Exotic Castle Spa	Negril	876-879-4074			club_banners\banner_1009.jpg	Jambiance - Jamaica's Finest Adult leisure Spa
Carribean/Jamaica	Sandals Resorts	Jamaica				club_banners\banner_1918.jpg	Sandals Resorts - All-Inclusive Caribbean Vacation
Carribean/Jamaica	Scalawhag - Jamaica	Kingston	876-849-6004				Jamaican style swinging
North America/USA/Kansas	4-SPC	Fayetteville				club_banners\banner_1268.jpg	Couples Only, Monthly Off-Premise Social Club
North America/USA/Kansas	Club Eden	Kansas City					Club Eden for Sensuous Couples
North America/USA/Kansas	Eden of Wichita	wichita	1-316-698-0154				On premise club for couples
North America/USA/Kansas	Shameless Flirts Anonymous	Paola	913-731-4498				A sexy fun environment to flirt the night away
North America/USA/Kentucky	Bluegrass Secrets Social Club	Louisville	502 339-1406	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		The adult playground for the Kentuckiana area
Europe/Latvia	BalticSex.com	Riga				club_banners\banner_1840.gif	BalticSex.com - swingers and adult sex dating
Europe/Lithuania	BalticSex.com	Vilnius/Riga/Tallinn				club_banners\banner_1815.gif	BalticSex.com
Europe/UK/London	AbFab Parties	London	00 44 7951 956172	http://www.abfabparties.com	AbFab Parties	club_banners\banner_1652.gif	Luxury House parties held near Heathrow
Europe/UK/London	Adult Party Zone	London	020 8916 0655	http://www.adultpartyzone.net	Adult Party Zone - Parties In London	club_banners\banner_1694.jpg	Adult parties in and around London UK
Europe/UK/London	Club Aphrodite	Various	04412588585200	http://www.club-aphrodite.com	http://www.club-aphrodite.com	club_banners\banner_1827.gif	UK based swingers club with parties everywhere
Europe/UK/London	Club Domina	London		http://www.fetishlondon.com/venue/club-domina.html	Club Domina	club_banners\banner_1697.gif	Club Domina in London
Europe/UK/London	Club Lick	London	07786 425701	http://www.clublick.co.uk	Club Lick	club_banners\banner_1617.gif	New London Swingers Club
Europe/UK/London	Club Raquels	London	02085208912	http://www.clubraquels.com	clubraquels.com		New swingers club with 2 jaquzzis,sauna and steam.
Europe/UK/London	Club ScorpioNet	London	on application	http://www.scorpionet.biz	Club ScorpioNet	club_banners\banner_1823.gif	Full-on swingers parties for couples and singles
Europe/UK/London	CouplesZone	London		http://www.coupleszone.net	CouplesZone.net		Parties For Liberated Adults
Europe/UK/London	Erotic Intent	London	+44 1784 244785	http://www.eroticintent.com	Erotic Intent	club_banners\banner_1646.gif	Unique Parties for Couples and Singles in the UK
Europe/UK/London	Fever	London	+44-(0)7944-706858	http://www.feverparties.com	Feverparties.com	club_banners\banner_2258.gif	Select parties for young and attractive swingers
